@RELATION trainedClassifier/svmLapelModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {lapel-speech,boundry_speech}

@DATA
0.076043,0.009743,3.124384,0.158755,0.181861,0.646346,0.007521,0.114189,-25.855166,1.431391,0.869349,-0.109914,-1.046540,-0.055552,-0.125943,0.077025,-0.339910,-0.265652,-0.137442,-0.032209,-0.219833,0.023122,0.008082,0.021190,0.016810,0.024553,0.011597,0.012339,0.001423,0.009362,0.019464,0.018516,0.010502,0.022270,0.046957,0.008728,0.178917,0.043288,0.023207,0.470934,0.005438,0.086547,1.190890,0.648405,0.607230,0.469770,0.348261,0.326246,0.295132,0.281753,0.265867,0.282957,0.270913,0.270315,0.281330,0.028596,0.012025,0.023997,0.018442,0.023769,0.014800,0.013348,0.001923,0.012528,0.020035,0.019854,0.016498,0.011538,boundry_speech
0.101050,0.018801,3.131561,0.181872,0.183672,0.884787,0.006600,0.159388,-25.165952,1.447196,0.986414,-0.184805,-1.017208,-0.137122,-0.088642,0.094504,-0.296099,-0.183035,-0.075754,-0.060012,-0.292698,0.024415,0.007415,0.020865,0.015233,0.015030,0.009198,0.011970,0.001545,0.009606,0.017288,0.021615,0.013219,0.021390,0.064158,0.016994,0.172630,0.051367,0.025139,0.529373,0.004852,0.107699,1.348235,0.586043,0.524870,0.452187,0.348506,0.310249,0.300305,0.267531,0.269680,0.276779,0.280648,0.281726,0.266334,0.027546,0.012237,0.024938,0.018725,0.018657,0.011389,0.015633,0.002244,0.013923,0.019588,0.024549,0.019232,0.012313,boundry_speech
0.077648,0.008430,3.074411,0.151059,0.181216,0.707721,0.006367,0.118775,-25.814148,1.385577,1.032648,-0.068755,-0.798519,-0.072069,0.144845,-0.140987,-0.287564,-0.276349,0.000327,0.119047,-0.187342,0.017307,0.005162,0.028315,0.023237,0.026303,0.015878,0.014685,0.003268,0.011204,0.013532,0.011986,0.004519,0.018419,0.039235,0.008219,0.238996,0.041805,0.033991,0.411738,0.004360,0.072976,1.600191,0.735625,0.651294,0.474647,0.369451,0.365832,0.321696,0.298156,0.240114,0.235264,0.206334,0.196329,0.192432,0.018276,0.007347,0.027304,0.024868,0.026722,0.017200,0.013206,0.004949,0.012741,0.012694,0.012158,0.005020,0.011295,boundry_speech
0.073450,0.010236,3.125809,0.180141,0.207134,0.668981,0.004577,0.108333,-25.635709,1.561288,1.107666,0.119887,-0.751315,-0.165812,-0.041553,-0.160646,-0.388113,-0.345268,-0.079846,-0.019521,-0.201670,0.018199,0.002945,0.016389,0.025749,0.060480,0.013281,0.010885,0.001328,0.006184,0.022009,0.022465,0.006654,0.024057,0.031283,0.010612,0.154585,0.036518,0.031442,0.351710,0.002757,0.074693,1.309955,0.644772,0.497282,0.401178,0.257569,0.289833,0.244061,0.215810,0.213641,0.214561,0.223554,0.188611,0.213921,0.018138,0.003688,0.015398,0.023017,0.041986,0.013781,0.009002,0.001909,0.007385,0.019576,0.022119,0.010146,0.010188,boundry_speech
0.080935,0.014586,3.109665,0.162615,0.181080,0.704480,0.008224,0.124544,-25.438683,1.581847,0.914256,-0.296257,-1.031828,-0.051883,-0.132382,0.124831,-0.338562,-0.196168,-0.163136,-0.078689,-0.269904,0.026373,0.008684,0.022035,0.020387,0.016210,0.011552,0.013847,0.001759,0.009345,0.014686,0.018991,0.012085,0.021819,0.054453,0.012048,0.190163,0.048314,0.027566,0.472229,0.005236,0.095467,1.381332,0.606776,0.578201,0.449921,0.365407,0.344879,0.339730,0.305960,0.276704,0.269030,0.276025,0.294859,0.288781,0.028930,0.013339,0.024474,0.025778,0.019639,0.014585,0.015299,0.002875,0.013335,0.016306,0.022293,0.016638,0.011056,boundry_speech
0.077491,0.019311,3.120584,0.164303,0.186380,0.669253,0.007771,0.119287,-25.069268,1.595505,0.906141,-0.190233,-1.007082,-0.057866,-0.071284,0.070980,-0.331034,-0.219829,-0.118826,-0.037545,-0.262397,0.024931,0.007086,0.022084,0.018294,0.020394,0.011830,0.015229,0.001618,0.009558,0.018342,0.021562,0.010784,0.023043,0.047812,0.017360,0.164053,0.045387,0.026311,0.444807,0.005185,0.089891,1.356995,0.556176,0.583254,0.437281,0.351326,0.344909,0.324140,0.295513,0.282477,0.267783,0.274645,0.270984,0.266507,0.027510,0.009825,0.026297,0.022237,0.022030,0.014963,0.018101,0.002498,0.013567,0.019216,0.021194,0.016451,0.011676,boundry_speech
0.087772,0.012133,3.100291,0.168192,0.179235,0.762012,0.008223,0.137045,-25.740427,1.542558,1.062254,-0.122570,-0.967150,-0.144866,-0.147935,-0.014094,-0.352799,-0.221622,-0.096474,-0.015323,-0.233170,0.019343,0.006062,0.017263,0.021892,0.019564,0.014510,0.012698,0.001438,0.013225,0.020286,0.017218,0.006894,0.020795,0.060170,0.010067,0.201240,0.051753,0.026678,0.519378,0.005696,0.103098,1.412892,0.645790,0.574314,0.456912,0.363211,0.350580,0.347194,0.297175,0.294127,0.265244,0.264249,0.287403,0.284135,0.024108,0.008675,0.021254,0.026440,0.019990,0.019627,0.013853,0.002187,0.019298,0.022520,0.020219,0.010221,0.011724,boundry_speech
0.083567,0.011017,3.102788,0.167845,0.184467,0.696650,0.008327,0.127830,-25.881204,1.465166,0.941303,-0.189932,-0.964061,-0.141066,-0.137061,0.083809,-0.352364,-0.254138,-0.120700,-0.035546,-0.237132,0.022303,0.006097,0.020919,0.019813,0.025893,0.014417,0.010904,0.001436,0.010246,0.015499,0.020485,0.012131,0.023964,0.056530,0.010013,0.205588,0.052443,0.027610,0.467221,0.006330,0.099559,1.362194,0.642775,0.590700,0.495530,0.362377,0.361352,0.345972,0.305549,0.293016,0.287014,0.292949,0.264930,0.275817,0.025830,0.008880,0.023152,0.025807,0.032858,0.020431,0.013217,0.001990,0.014917,0.017522,0.024097,0.017852,0.013924,boundry_speech
0.077776,0.018234,3.113116,0.161451,0.184426,0.639267,0.009181,0.116891,-25.324931,1.663825,0.914243,-0.197190,-0.917023,-0.155866,-0.134315,0.084304,-0.306132,-0.177150,-0.083248,-0.030873,-0.248182,0.023347,0.007821,0.019769,0.017126,0.019162,0.011955,0.014132,0.001768,0.013097,0.019299,0.022411,0.015839,0.024287,0.053206,0.016450,0.183641,0.049561,0.027757,0.464817,0.007327,0.096185,1.421424,0.610298,0.598415,0.469910,0.358872,0.375827,0.327874,0.297122,0.293591,0.303314,0.296694,0.277527,0.304812,0.027173,0.011163,0.022249,0.022675,0.025627,0.016158,0.016115,0.002885,0.018883,0.022334,0.024500,0.022398,0.013093,boundry_speech
0.083521,0.013281,3.127372,0.166159,0.183702,0.734712,0.007472,0.130660,-25.514171,1.406744,0.942492,-0.091377,-0.926282,-0.120495,-0.054045,0.062000,-0.365938,-0.261182,-0.151630,-0.076376,-0.301528,0.024162,0.009651,0.018989,0.025175,0.022721,0.012181,0.010479,0.002128,0.009658,0.015320,0.016873,0.010287,0.022651,0.049158,0.011366,0.194896,0.045750,0.025758,0.447655,0.005397,0.089736,1.256480,0.624239,0.591547,0.461213,0.372476,0.332136,0.329031,0.279210,0.289993,0.283135,0.287731,0.293892,0.293554,0.026537,0.014465,0.020707,0.033902,0.026895,0.016065,0.011043,0.003460,0.013864,0.016337,0.018931,0.014162,0.012669,boundry_speech
0.084324,0.012676,3.107355,0.162893,0.180102,0.717127,0.008382,0.130438,-25.600327,1.450284,1.028762,0.047209,-0.896332,-0.107554,-0.151652,0.104699,-0.323753,-0.239721,-0.089748,-0.070123,-0.301924,0.021244,0.005345,0.020324,0.019073,0.019420,0.011648,0.012263,0.001616,0.007240,0.023864,0.024524,0.007607,0.021827,0.058489,0.010835,0.204321,0.055361,0.027904,0.508191,0.006000,0.102736,1.463066,0.634316,0.573398,0.488088,0.374699,0.334212,0.313507,0.269945,0.276600,0.297802,0.272589,0.272973,0.268682,0.023686,0.007344,0.024112,0.024964,0.021694,0.016981,0.013238,0.002338,0.010538,0.026147,0.025238,0.011773,0.012300,boundry_speech
0.092865,0.012625,3.130229,0.177203,0.186716,0.796314,0.006859,0.143792,-25.526864,1.443390,0.950307,-0.110101,-0.936922,-0.077522,-0.035275,0.016309,-0.361600,-0.261414,-0.131357,-0.043306,-0.290232,0.029114,0.006670,0.018793,0.017918,0.022423,0.013759,0.011669,0.001985,0.008269,0.016857,0.018055,0.008305,0.021589,0.058618,0.010975,0.168316,0.051140,0.026898,0.495418,0.004710,0.103288,1.295937,0.628501,0.519166,0.448229,0.343324,0.315003,0.286139,0.285892,0.270554,0.262237,0.283114,0.267988,0.282612,0.033173,0.009651,0.020907,0.021927,0.025877,0.019750,0.012140,0.003221,0.011354,0.018397,0.018135,0.012025,0.012607,boundry_speech
0.093645,0.013550,3.129759,0.173956,0.178915,0.844323,0.007152,0.147982,-25.387503,1.357901,0.964417,-0.207730,-0.923152,-0.109721,-0.075624,0.014697,-0.342039,-0.270188,-0.164249,-0.079666,-0.248281,0.021620,0.008403,0.022854,0.022390,0.019531,0.013263,0.010907,0.001903,0.008655,0.012327,0.017399,0.009404,0.022033,0.062708,0.010675,0.178148,0.050756,0.022814,0.565308,0.004884,0.107480,1.241411,0.634496,0.601947,0.445589,0.355443,0.338784,0.327395,0.286525,0.300535,0.299604,0.317589,0.301556,0.308995,0.026509,0.011932,0.024614,0.030130,0.023436,0.020112,0.013762,0.003088,0.013378,0.014859,0.021126,0.014105,0.013280,boundry_speech
0.097439,0.012437,3.133746,0.175253,0.174917,0.888795,0.006884,0.155505,-25.800144,1.298096,0.974098,-0.263285,-0.904164,-0.148598,-0.126531,0.068628,-0.449854,-0.295616,-0.212433,-0.127497,-0.240118,0.024182,0.008087,0.026325,0.022709,0.021482,0.017529,0.010969,0.001922,0.007255,0.008509,0.010628,0.008847,0.022127,0.061319,0.010696,0.181216,0.050687,0.024848,0.511710,0.004713,0.101222,1.367215,0.628245,0.606112,0.457870,0.369626,0.378320,0.344680,0.304157,0.305919,0.302866,0.318727,0.314937,0.313559,0.028539,0.012119,0.028878,0.029062,0.024821,0.022923,0.013677,0.002624,0.011223,0.011048,0.014224,0.013020,0.012852,boundry_speech
0.072525,0.016274,3.112297,0.170933,0.214916,0.563245,0.006684,0.096155,-25.255303,1.929982,0.684535,-0.176245,-1.268649,-0.113269,0.127075,0.090740,-0.177128,-0.057831,-0.027000,0.032697,-0.116746,0.028990,0.011873,0.020913,0.018544,0.019898,0.014129,0.013805,0.002162,0.013458,0.015840,0.019594,0.011745,0.019271,0.038658,0.015710,0.169847,0.042253,0.027275,0.418340,0.004731,0.069158,1.266553,0.525252,0.525500,0.301669,0.369362,0.277198,0.288839,0.253450,0.240012,0.205721,0.207014,0.194541,0.187861,0.029015,0.015106,0.016839,0.019202,0.020720,0.015470,0.011746,0.003216,0.016506,0.015415,0.019497,0.013210,0.009318,boundry_speech
0.079265,0.018321,3.127279,0.162989,0.183373,0.646768,0.008384,0.117683,-25.307177,1.574251,0.858502,-0.174702,-1.016183,-0.153413,-0.183460,0.101106,-0.303166,-0.204794,-0.149146,-0.102340,-0.287469,0.030070,0.008224,0.023030,0.016794,0.020038,0.011419,0.011366,0.001500,0.009158,0.014835,0.021930,0.015152,0.024355,0.054164,0.016793,0.168501,0.049544,0.027429,0.459543,0.005921,0.094675,1.431872,0.627188,0.617866,0.464122,0.339653,0.356010,0.334964,0.313000,0.297546,0.297919,0.297727,0.305252,0.293310,0.032939,0.012459,0.025848,0.021219,0.024007,0.016351,0.013938,0.002373,0.014334,0.018443,0.024549,0.021753,0.012704,boundry_speech
0.076162,0.013047,3.114570,0.160929,0.183722,0.656613,0.008625,0.114096,-25.854706,1.592550,0.964714,-0.181512,-0.882104,-0.210948,-0.157299,0.062000,-0.404884,-0.229801,-0.173733,-0.087690,-0.223451,0.027349,0.006428,0.024225,0.025038,0.026686,0.015972,0.013453,0.001787,0.009706,0.013832,0.016901,0.010533,0.025337,0.050619,0.011418,0.186824,0.046969,0.028247,0.456073,0.006177,0.089298,1.357919,0.627711,0.602753,0.492560,0.364339,0.340201,0.332601,0.305013,0.312377,0.310864,0.328121,0.302373,0.292452,0.031940,0.010163,0.028111,0.032235,0.031683,0.023681,0.016221,0.003120,0.015465,0.017109,0.020770,0.017077,0.014012,boundry_speech
0.080494,0.014704,3.121594,0.166956,0.186149,0.700481,0.007429,0.123101,-25.482855,1.576167,0.927977,-0.235073,-0.968604,-0.172009,-0.137405,0.012937,-0.371847,-0.276116,-0.174701,-0.069081,-0.241544,0.024619,0.006779,0.026989,0.020334,0.026816,0.010967,0.012591,0.001948,0.011050,0.014857,0.020625,0.006917,0.022607,0.052327,0.012559,0.157719,0.047892,0.027869,0.468457,0.004837,0.093570,1.490616,0.629227,0.597123,0.451237,0.341046,0.340851,0.345203,0.285433,0.296707,0.305181,0.310572,0.306425,0.285988,0.030169,0.008988,0.030010,0.024915,0.028075,0.013894,0.014820,0.002915,0.016795,0.016739,0.026431,0.009649,0.011844,boundry_speech
0.076385,0.008710,3.122639,0.155295,0.173618,0.658800,0.008079,0.118215,-25.967645,1.620782,0.951162,-0.145740,-0.956833,-0.056544,-0.108004,0.024186,-0.396667,-0.333007,-0.197613,-0.075111,-0.248523,0.028083,0.006994,0.029097,0.025864,0.027211,0.013433,0.014171,0.001534,0.008592,0.010214,0.014340,0.008985,0.024289,0.050124,0.006324,0.165815,0.043308,0.023142,0.461764,0.005076,0.090917,1.219403,0.661850,0.593949,0.414458,0.352701,0.322869,0.364100,0.306708,0.291116,0.298677,0.307470,0.285696,0.280552,0.031473,0.009151,0.030429,0.029182,0.030124,0.015388,0.015721,0.002213,0.012264,0.010740,0.017556,0.014758,0.013023,boundry_speech
0.089131,0.009564,3.122205,0.168968,0.177856,0.779270,0.007318,0.140713,-25.977664,1.612822,0.956908,-0.179128,-0.921602,-0.068986,-0.087921,0.018169,-0.391792,-0.248522,-0.169546,-0.065594,-0.281840,0.026824,0.007156,0.022876,0.024313,0.022570,0.016363,0.012453,0.002216,0.007986,0.013936,0.016366,0.008082,0.022642,0.058283,0.007524,0.169394,0.050709,0.025874,0.486073,0.004932,0.102726,1.345951,0.599078,0.561773,0.411030,0.364546,0.340093,0.330835,0.289800,0.284164,0.297995,0.303754,0.279924,0.293253,0.029638,0.009229,0.023928,0.027906,0.025779,0.022675,0.014179,0.003816,0.010447,0.016419,0.019257,0.012465,0.012532,boundry_speech
0.085096,0.015488,3.109637,0.168962,0.185802,0.737831,0.007248,0.130308,-25.341724,1.417962,0.864453,-0.179697,-1.011040,-0.038968,-0.114332,0.077513,-0.345621,-0.272435,-0.132589,-0.047092,-0.236002,0.023353,0.009200,0.019037,0.018631,0.022717,0.016196,0.011061,0.001706,0.008898,0.014672,0.016651,0.008642,0.020899,0.053667,0.014885,0.181292,0.048611,0.027150,0.475582,0.004910,0.092830,1.355345,0.578742,0.597104,0.487280,0.367203,0.369106,0.330734,0.303388,0.293644,0.280876,0.279784,0.280681,0.269804,0.028155,0.013055,0.021426,0.022383,0.023703,0.021214,0.012133,0.002675,0.013613,0.017129,0.018817,0.012486,0.011969,boundry_speech
0.088642,0.011605,3.122585,0.173607,0.185369,0.794270,0.006893,0.137794,-25.801846,1.373072,1.004194,-0.047950,-0.915892,-0.149101,-0.016462,-0.011356,-0.384834,-0.153480,-0.123349,-0.061834,-0.290379,0.021110,0.008155,0.015691,0.018351,0.019451,0.013988,0.015020,0.002659,0.008126,0.018522,0.020494,0.006848,0.020224,0.053923,0.010925,0.180026,0.048855,0.029544,0.474090,0.004632,0.092436,1.523233,0.656377,0.598109,0.431155,0.364275,0.342458,0.330520,0.292905,0.263916,0.280714,0.289068,0.300502,0.268771,0.023884,0.012275,0.016679,0.022767,0.022502,0.018846,0.016898,0.004583,0.010527,0.019394,0.022904,0.010057,0.011042,boundry_speech
0.084902,0.011031,3.131910,0.168316,0.183835,0.733137,0.007781,0.133605,-25.838630,1.558547,1.028081,-0.288348,-1.000708,-0.000626,-0.075324,0.068463,-0.348815,-0.186527,-0.122235,-0.073160,-0.258033,0.021490,0.008748,0.020921,0.019176,0.018971,0.013553,0.012912,0.002267,0.009778,0.020832,0.018134,0.010702,0.022217,0.054218,0.009227,0.163598,0.047369,0.025683,0.462363,0.005334,0.095002,1.300702,0.565917,0.554514,0.460257,0.338421,0.333309,0.310503,0.304972,0.288507,0.282507,0.274807,0.276468,0.268747,0.025254,0.013660,0.021327,0.023106,0.021514,0.019587,0.014684,0.003733,0.012360,0.020394,0.021498,0.015565,0.011540,boundry_speech
0.085188,0.013457,3.111054,0.161123,0.172449,0.747099,0.008172,0.134745,-25.531439,1.394649,0.949125,-0.353688,-1.081608,0.008541,-0.078264,0.069339,-0.327806,-0.263452,-0.155270,-0.114646,-0.324865,0.025530,0.012056,0.022072,0.016912,0.018407,0.012950,0.011651,0.002384,0.007385,0.012804,0.013238,0.012219,0.021121,0.055068,0.011629,0.191398,0.047393,0.025485,0.466546,0.005282,0.093849,1.371180,0.626951,0.609040,0.448869,0.339920,0.340705,0.346873,0.316731,0.301321,0.280900,0.290971,0.326841,0.311968,0.029560,0.018615,0.024130,0.020615,0.022899,0.019670,0.014193,0.003959,0.010770,0.015758,0.015900,0.018703,0.012108,boundry_speech
0.095262,0.011939,3.106378,0.174294,0.181319,0.850445,0.007082,0.150137,-25.748509,1.265254,0.983207,-0.131489,-1.018875,-0.070731,-0.092380,0.027420,-0.375144,-0.284359,-0.106451,-0.029635,-0.228255,0.015813,0.006095,0.020525,0.017295,0.023411,0.013876,0.012107,0.001743,0.008219,0.017758,0.013690,0.009407,0.019628,0.056763,0.011508,0.201635,0.050051,0.026537,0.509026,0.005431,0.100948,1.371691,0.623667,0.549710,0.451355,0.321358,0.306401,0.327684,0.298673,0.268752,0.279086,0.278391,0.304947,0.271017,0.018470,0.008781,0.023298,0.021112,0.025909,0.019264,0.013764,0.002435,0.012279,0.022288,0.015563,0.013740,0.011708,boundry_speech
0.066354,0.021521,3.113650,0.156622,0.193021,0.518923,0.007982,0.094170,-24.900147,1.588988,0.622298,0.012573,-0.824642,-0.232357,-0.002414,-0.049595,-0.306824,-0.250869,-0.017061,-0.080985,-0.282533,0.022853,0.006140,0.019768,0.023854,0.031777,0.011382,0.011663,0.001952,0.008785,0.023165,0.018665,0.012620,0.023073,0.035869,0.021597,0.190774,0.044022,0.034755,0.386465,0.006257,0.073085,1.577588,0.650722,0.652628,0.565512,0.293342,0.282757,0.251473,0.266659,0.241627,0.228178,0.278502,0.241177,0.249919,0.023935,0.009905,0.022801,0.028908,0.032702,0.012947,0.012983,0.003090,0.011915,0.026624,0.018110,0.017866,0.012136,boundry_speech
0.072309,0.014731,3.120186,0.155175,0.184188,0.580294,0.008208,0.108424,-25.436770,1.483658,0.790764,-0.090011,-1.090295,-0.035863,-0.225375,0.058984,-0.344715,-0.220362,-0.150815,-0.041035,-0.259678,0.022458,0.008078,0.016675,0.016552,0.028263,0.018151,0.011286,0.001919,0.008199,0.019851,0.017915,0.010071,0.022482,0.046104,0.014424,0.163309,0.047734,0.028635,0.437776,0.005472,0.084680,1.361099,0.630354,0.618321,0.495364,0.375085,0.342464,0.318361,0.291998,0.300208,0.289489,0.265388,0.282578,0.281509,0.027223,0.012432,0.017984,0.019085,0.030478,0.025440,0.012842,0.003032,0.011853,0.022783,0.019959,0.014605,0.011879,boundry_speech
0.080487,0.011373,3.099152,0.164804,0.185801,0.654194,0.008117,0.122632,-25.962827,1.561995,0.889029,-0.134344,-1.004639,-0.077507,-0.119237,0.028852,-0.381003,-0.268822,-0.128124,-0.053574,-0.251155,0.019770,0.007038,0.019546,0.019351,0.028797,0.013912,0.014664,0.001745,0.007674,0.016718,0.020698,0.012154,0.023123,0.055241,0.010732,0.204824,0.050753,0.028634,0.491470,0.005196,0.102747,1.420227,0.625339,0.599682,0.475075,0.373573,0.343061,0.326445,0.288010,0.296188,0.299916,0.282244,0.286122,0.284812,0.023167,0.011233,0.020691,0.023227,0.032863,0.019211,0.017917,0.002730,0.010246,0.018324,0.024237,0.018418,0.012539,boundry_speech
0.085738,0.012800,3.119448,0.165460,0.180392,0.711488,0.008201,0.131852,-25.718423,1.564255,0.862159,-0.314599,-1.023806,0.029824,-0.112767,0.073965,-0.310072,-0.249577,-0.158670,-0.044314,-0.303406,0.026798,0.010445,0.015982,0.018625,0.022569,0.014220,0.010565,0.001698,0.008787,0.015473,0.019095,0.011899,0.023049,0.061282,0.011139,0.180105,0.052755,0.025101,0.507523,0.005451,0.105789,1.301673,0.586509,0.609195,0.468826,0.379035,0.362380,0.309545,0.323964,0.296015,0.281256,0.257430,0.309658,0.285696,0.029977,0.015149,0.016908,0.023706,0.023976,0.018885,0.012514,0.002644,0.013206,0.017430,0.022602,0.016833,0.012108,boundry_speech
0.088325,0.008732,3.116480,0.170108,0.184159,0.732222,0.007776,0.133521,-26.229906,1.603765,0.976239,-0.268681,-1.000261,-0.060861,-0.087009,0.077759,-0.323795,-0.172336,-0.088286,-0.029980,-0.263721,0.024549,0.008360,0.018349,0.014673,0.018974,0.011852,0.012767,0.001951,0.010658,0.016809,0.024535,0.011566,0.021727,0.059875,0.007495,0.169818,0.051097,0.026410,0.490417,0.005055,0.102256,1.345623,0.578708,0.580111,0.451978,0.357028,0.329203,0.326315,0.296081,0.298575,0.279703,0.273404,0.287974,0.282726,0.028691,0.011827,0.021099,0.019338,0.022212,0.016397,0.015150,0.003339,0.015912,0.018710,0.026607,0.015454,0.011514,boundry_speech
0.081125,0.013590,3.135674,0.158776,0.178687,0.677674,0.008229,0.123992,-25.511544,1.372694,0.833774,-0.170542,-1.008810,-0.080309,-0.108535,0.082440,-0.325920,-0.239159,-0.195182,-0.093875,-0.300864,0.023460,0.008749,0.020839,0.018035,0.021345,0.012811,0.010417,0.002190,0.007871,0.015981,0.017771,0.010971,0.022403,0.054334,0.011299,0.166522,0.049003,0.027439,0.470220,0.005435,0.092234,1.367163,0.661237,0.619676,0.504617,0.361531,0.351147,0.317807,0.310150,0.294751,0.304803,0.282507,0.299619,0.301782,0.028795,0.012119,0.023850,0.022520,0.025426,0.018805,0.013488,0.003555,0.011789,0.020697,0.022012,0.016881,0.013236,boundry_speech
0.071893,0.017097,3.115476,0.153829,0.181134,0.596780,0.008668,0.109710,-25.246678,1.579532,0.880380,-0.180364,-1.046284,-0.048026,-0.096244,0.102074,-0.297371,-0.207975,-0.149456,-0.073794,-0.313659,0.026524,0.008271,0.024387,0.015687,0.020044,0.014273,0.010055,0.001240,0.008099,0.019775,0.023371,0.012551,0.024042,0.045398,0.015546,0.176654,0.044679,0.026654,0.420625,0.005850,0.083067,1.400545,0.601578,0.580838,0.469530,0.356846,0.341758,0.334332,0.291540,0.289923,0.285696,0.284710,0.298842,0.283441,0.030414,0.013621,0.029384,0.019539,0.022897,0.020102,0.010654,0.001663,0.009387,0.022458,0.025263,0.018221,0.012208,boundry_speech
0.087214,0.011775,3.117626,0.168176,0.181002,0.742045,0.007754,0.135885,-25.712461,1.548268,0.928015,-0.166617,-0.988578,-0.076723,-0.058867,-0.011851,-0.384291,-0.223237,-0.143750,-0.005387,-0.262579,0.023984,0.007644,0.018704,0.021496,0.022460,0.015607,0.014430,0.001898,0.009975,0.014500,0.017802,0.010444,0.022879,0.057535,0.010267,0.185131,0.050004,0.025433,0.487194,0.005261,0.102387,1.357356,0.621741,0.558972,0.468744,0.357517,0.325769,0.348766,0.304604,0.298428,0.274221,0.307398,0.300560,0.297075,0.030076,0.012617,0.020492,0.027466,0.028160,0.023238,0.016881,0.003058,0.014901,0.016427,0.020698,0.015489,0.012638,boundry_speech
0.084540,0.017372,3.125970,0.165310,0.177557,0.762664,0.008367,0.133184,-25.277601,1.395974,1.033205,-0.161945,-0.962273,-0.054794,-0.088632,0.011790,-0.334094,-0.229015,-0.130546,-0.054718,-0.266919,0.022312,0.009368,0.021561,0.017581,0.022170,0.016425,0.012855,0.001802,0.010419,0.013770,0.015837,0.010559,0.023637,0.056351,0.014166,0.201097,0.047706,0.026488,0.492199,0.006176,0.095887,1.387564,0.665285,0.581647,0.509156,0.330231,0.332394,0.315960,0.311319,0.290031,0.308901,0.298692,0.307943,0.292439,0.025304,0.014154,0.027594,0.023830,0.030458,0.023566,0.014956,0.002646,0.013850,0.014618,0.018689,0.016897,0.014514,boundry_speech
0.080661,0.006031,3.124703,0.163005,0.176649,0.750229,0.005805,0.132683,-25.871992,1.428133,1.007304,-0.049001,-0.952047,-0.204120,-0.071042,0.022131,-0.296241,-0.167002,0.006319,0.015332,-0.217599,0.012648,0.004823,0.019778,0.021659,0.016960,0.009856,0.017917,0.001583,0.015388,0.021670,0.014785,0.008564,0.018379,0.049762,0.004438,0.167071,0.043702,0.022743,0.488585,0.003655,0.094536,1.120068,0.622080,0.526953,0.430220,0.329199,0.332996,0.322873,0.252661,0.228337,0.255959,0.243730,0.239074,0.212631,0.013701,0.004868,0.023352,0.020420,0.017331,0.011718,0.018627,0.001542,0.018220,0.018062,0.018186,0.011742,0.010421,boundry_speech
